timestamp,sequence,uart_rx_overflow,parser_timeouts,crc_errors
2026-08-25T11:10:23.419972+02:00,64,0,0,0
2026-08-25T11:10:23.919798+02:00,65,0,0,0
2026-08-25T11:10:24.423464+02:00,66,0,0,0
2026-08-25T11:10:24.923136+02:00,67,0,0,0
2026-08-25T11:10:25.422841+02:00,68,0,0,0
